ResponseId,MID,treatment,t1,t2,t3,t4,t1n,t2n,average score,best_tip,best_tips,best_tip_open,post_diff,post_similar,post_age,post_gender,post_edu,post_strategy,post_strategy2,post_prioritize,post_change2,Group #,Dim. 1,Dim. 2 (Advantage),Dim. 3 (Explanation),Dim. 4 (Negative / Positive)
R_vkS4FEctqBRZT3j,A28ANDQ58MEMGW,t1,46,38,42,38,23,25,35.33333333,Keep everyone busy at all time / Do not leave anyone idle,Keep everyone busy at all time / Do not leave anyone idle,Dispurse jobs to keep everyone moving ahead. Watch ticks needed to complete job.,Moderately difficult,Daily,67,Female,4 year degree,shift the work load.,Keep all workers busy,According to their skill set.,Concentrate on distribute the chef's load of work. Even let the sous chef plate.,2,,,,N0
R_wZ8QFIOF6tAu7aV,A33SOJ186HWXUE,t1,41,36,35,38,25,29,34,Server should do all plating / Sous-Chef shouldn't plate,"Server should chop once / Sous-Chef should chop three times,Server and Sous-Chef should cook two times each,Server should do all plating / Sous-Chef shouldn't plate,Server should chop only in the first tick,Keep everyone busy at all time / Do not leave anyone idle",Always have server Plate,Extremely easy,Never,28,Female,High school graduate,I was testing to see who took how long to cook and prep and plate and so on and so fourth,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",Well when there was no chef I had to have the server help which is honestly how it goes in a real kitchen. Some servers are definitely better than other though,Well less people to do the job means double the work for the rest of the team,3,P4,A2,E0,N0
R_yZJ03FFfe8jfazn,A6MWJK1YEY5L2,t1,35,34,34,34,22,20,29.83333333,Keep everyone busy at all time / Do not leave anyone idle,Server should plate three times / Sous-Chef should plate once,Make sure the server cooks twice,Moderately easy,Once in a while,34,Male,Some college,"I used both logic of what each role does in the real world as well as testing to find out what jobs they did fastest, then tried to work in a manner that optimized their speed","Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","plating to the server, cooking to the chef then sous chef and chopping in the same manner. when there was nothing to do I would have the server work on tasks accordingly",I knew that I would have to have the server cook now so I focused on getting most of the food ready for plating,3,K2,D0,E0,N0
R_ykkhkGYu1KpIM8h,AZOT44NUTXOYT,t1,35,37,41,36,24,25,33,Keep everyone busy at all time / Do not leave anyone idle,"Server and Sous-Chef should cook two times each,Keep everyone busy at all time / Do not leave anyone idle",allocate evenly,Moderately difficult,Never,50,Male,4 year degree,just try to use the fewest clicks,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",more cooking for chef. make sure servers cook twice.,tried to assign same tasks as much as possible,2,,,,N0
R_ym9gyf6T2XORxAt,A3GIQL92RQFN66,t1,36,41,42,40,27,28,35.66666667,Keep everyone busy at all time / Do not leave anyone idle,Keep everyone busy at all time / Do not leave anyone idle,keep them both busy to save ticks,Moderately easy,2-3 times a week,53,Female,Some college,trying to make sure everyone always had a task,"Keep all workers busy,Intentionally leave some workers idle","servers plated the food, and cooked twice when required.",I didn't really change,3,M1,O1,E0,N0
R_z8OxWJ4ua6nKKB3,AZU0IKXKYEHS,t1,44,38,43,41,30,23,36.5,,,,Moderately difficult,Never,,,,No strategy,Keep all workers busy,I picked workers that required lesser ticks for tasks,,1,,,,
R_zZQIbE0LFD13yRX,A3RYK1EFG1P2YN,t1,38,41,39,39,28,31,36,Keep everyone busy at all time / Do not leave anyone idle,Server should do all plating / Sous-Chef shouldn't plate,Server should cook,Moderately difficult,2-3 times a week,38,Female,Some college,try to figure out who did what quicker,"Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",i tried to make the ticks even through the different employees,This is where I started to even the tick numbers out not going by who did something faster,3,K4,D0,E0,N0
R_0uOsLe6BeLnUee5,,,23,24,38,37,41,36,33.16666667,Server shouldn't cook,"Chef shouldn't plate,Server shouldn't chop,Server shouldn't cook,Sous-Chef should cook only once",Never assign chopping meat to server.,,Slightly difficult,Once in a while,Female,Some college,Yes,Learn who is faster at what first and then assign task to worker who does it the fastest.,I tried to find out the workers' talents,I assigned the chopping and cooking to sous-chef,3,C0,D1,E0,N1
R_10CNCLuGIedQoz2,,,24,21,38,41,38,36,33,Strategically leave some workers idle,"Chef shouldn't plate,Sous-Chef shouldn't plate,Server shouldn't cook,Only Chef should cook,Only Server should plate,Strategically leave some workers idle",Chefs cook and chop.,,Neither easy nor difficult,Never,Female,Professional degree,Look at how long it took certain people to complete certain tasks.,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","Cooking for chefs, chopping and serving for server.",I left the server idle more often.,3,"K4, C4","A0, A1",E0,N0
R_12nnne04OpWcY9q,,,21,20,38,36,38,36,31.5,Server shouldn't cook,"Chef shouldn't plate,Server shouldn't cook,Keep everyone busy at all time",The server shouldn't cook,,Moderately difficult,Once a month,Female,4 year degree,Trying to make sure everyone was doing a task at all times.,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","I tried to keep the cooking with the chefs, and give the side work to the server.","I had to give the server more things to do, so one time he cooked a burger",3,K0,D0,E0,N1
R_1C3aMTZKkeXGDUk,,,28,20,38,35,38,38,32.83333333,Strategically leave some workers idle,Strategically leave some workers idle,It's ok to let a worker be idle for a tick,,Slightly difficult,Never,Female,4 year degree,I tried to take note of how many ticks each type of employee took for a task and not waste any ticks.,"Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",I tried to prioritize tasks to workers with different skills (ex: always let the server plate the meal),I tried to keep most of the cooking type activities to the sous-chef.,2,,,,N0
R_1DS9jhDoVpEt1m2,,,24,20,38,38,38,35,32.16666667,Chef shouldn't plate,"Chef shouldn't plate,Server shouldn't cook,Strategically leave some workers idle",Server shouldn't cook; chop before plating,,Neither easy nor difficult,Once in a while,Female,Professional degree,Focus on critical path,"Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","Cooking for sous where possible, chop before plate",sous cooks all but 1,3,K0,D0,E0,N1
R_1DSBO9nsHVa5CZf,,,32,33,41,37,42,39,37.33333333,Keep everyone busy at all time,Keep everyone busy at all time,try and cook meat together.,,Moderately difficult,Never,Female,4 year degree,I really had none... I was terrible at this game,Keep all workers busy,"Again, I sucked. I just went with whoever was open and ready",I would try and pair a cook meat with a smaller task,2,,,,N0
R_1Fsa3bwfw5wjaYq,,,22,26,35,35,36,36,31.66666667,Server shouldn't cook,Server shouldn't cook,Try to keep the cooking to the chef and sous-chef,,Moderately difficult,Never,Female,4 year degree,I tried to play to the strengths of the worker and time things well.,"Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.","The chef was the best at cooking, the sous-chef was the second best at cooking and the server was best at plating. I tried to get the chef/sous-chef to always cook.","Cooking took a lot longer, so I had to work around that and make the server do more cooking stuff.",3,K4,A0,E0,N0
R_1FzUufVIiFYTAVi,,,34,23,38,38,38,38,34.83333333,Server shouldn't cook,"Chef shouldn't plate,Server shouldn't cook,Keep everyone busy at all time",Always have the server plate.,,Slightly difficult,Once a month,Female,4 year degree,Assign item to the person who could do it with the least amount of ticks.,Keep all workers busy,Who could do the largest number tick item in the least amount of ticks.,Kept the same strategy of trying to give workers the task with the least amount of ticks.,3,P4,D2,E0,N0
R_1GxzqMAX7jRAH4b,,,26,21,38,38,38,38,33.16666667,Server shouldn't cook,"Server shouldn't chop,Server shouldn't cook,Only Chef should cook,Only Server should plate,Keep everyone busy at all time,Strategically leave some workers idle","utilize the chef and sous chef for cooking, and when necessary use the server",,Extremely easy,2-3 times a week,Male,2 year degree,assign tasks based on timing,"Keep all workers busy,Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",cooking tasks go to the chef and when available use the server,utilize both workers to get the job done as fast as possible,3,K4,A0,E0,N0
R_1Gynd02TVWmeIDc,,,29,24,41,37,35,35,33.5,Only Server should plate,"Chef shouldn't plate,Server shouldn't chop,Only Server should plate,Strategically leave some workers idle",Keeping a worker idle for a tick or two will save time ultimately,,Slightly difficult,Never,Female,4 year degree,try to maximize ticks with what each worker was best at,"Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","based on how long it would take them to do the task, plus how long the task itself took on average",I started keeping workers idle depending on circumstance,2,,,,N0
R_1IYmipElRhYKyDn,,,28,21,41,37,36,40,33.83333333,Server shouldn't cook,"Server shouldn't cook,Chef should chop as long as there is no cooking task",Pay attention to the numbers in the box below assigned task - it didn’t occur to me until late that they would differ depending on skill rate,,Moderately difficult,Never,Female,Professional degree,I tried to think through my prior decisions that didn’t go as well in the round prior and tweak it,Learn who is faster at what first and then assign task to worker who does it the fastest.,I remembered initial instructions and just tried to focus on giving certain tasks to best position,I didn’t update it too much because now i had to use both players to the extent possible,2,,,,N0
